Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P54728|RD23B_MOUSE	P54728	RD23B_MOUSE	Rad23b	416	Mus musculus	UV excision repair protein RAD23 homolog B	1:Experimental evidence at protein level	36.30	1.0000	0.9990	10	9	10	18	17	18	     0	     0	     0	6M(15.9949)		
sp|P54775|PRS6B_MOUSE	P54775	PRS6B_MOUSE	Psmc4	418	Mus musculus	26S proteasome regulatory subunit 6B	1:Experimental evidence at protein level	42.58	1.0000	0.9990	15	3	15	19	3	19	     0	     0	     0	10C(57.0214)		
sp|P54822|PUR8_MOUSE	P54822	PUR8_MOUSE	Adsl	484	Mus musculus	Adenylosuccinate lyase	1:Experimental evidence at protein level	39.46	1.0000	0.9990	15	0	15	26	0	26	     0	     0	     0	10M(15.9949), 3C(57.0214)		
sp|P54823|DDX6_MOUSE	P54823	DDX6_MOUSE	Ddx6	483	Mus musculus	Probable ATP-dependent RNA helicase DDX6	1:Experimental evidence at protein level	6.42	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|P54923|ADPRH_MOUSE	P54923	ADPRH_MOUSE	Adprh	362	Mus musculus	ADP-ribosylhydrolase ARH1	1:Experimental evidence at protein level	8.84	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	10C(57.0214), 6C(57.0214)		
sp|P55264-2|ADK_MOUSE	P55264-2	ADK_MOUSE	Adk	345	Mus musculus	Isoform 2 of Adenosine kinase		36.52	1.0000	0.9990	10	0	10	12	0	12	     0	     0	     0	11C(57.0214), 21C(57.0214), 24C(57.0214), 3C(57.0214), 4C(57.0214), 7C(57.0214)		sp|P55264|ADK_MOUSE
sp|P55302|AMRP_MOUSE	P55302	AMRP_MOUSE	Lrpap1	360	Mus musculus	Alpha-2-macroglobulin receptor-associated protein	1:Experimental evidence at protein level	5.83	1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0			
sp|P56135|ATPK_MOUSE	P56135	ATPK_MOUSE	Atp5mf	88	Mus musculus	ATP synthase subunit f, mitochondrial	1:Experimental evidence at protein level	26.14	1.0000	0.9990	2	0	2	13	0	13	     0	     0	     0	10M(15.9949), 9M(15.9949)		tr|F8WHP8|F8WHP8_MOUSE
sp|P56213|ALR_MOUSE	P56213	ALR_MOUSE	Gfer	198	Mus musculus	FAD-linked sulfhydryl oxidase ALR	1:Experimental evidence at protein level	17.68	1.0000	0.9990	3	1	3	3	1	3	     0	     0	     0	5C(57.0214)		
sp|P56375|ACYP2_MOUSE	P56375	ACYP2_MOUSE	Acyp2	106	Mus musculus	Acylphosphatase-2	1:Experimental evidence at protein level	50.00	1.0000	0.9990	6	6	6	16	16	16	     0	     0	     0	14C(57.0214)		
sp|P56376|ACYP1_MOUSE	P56376	ACYP1_MOUSE	Acyp1	99	Mus musculus	Acylphosphatase-1	1:Experimental evidence at protein level	22.22	1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0			tr|E9QJT5|E9QJT5_MOUSE
sp|P56380|AP4A_MOUSE	P56380	AP4A_MOUSE	Nudt2	147	Mus musculus	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	1:Experimental evidence at protein level	27.21	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0	11C(57.0214), 2C(57.0214)		
sp|P56382|ATP5E_MOUSE	P56382	ATP5E_MOUSE	Atp5f1e	52	Mus musculus	ATP synthase subunit epsilon, mitochondrial	1:Experimental evidence at protein level	44.23	1.0000	0.9984	3	3	3	5	5	5	     0	     0	     0	5C(57.0214)		
sp|P56391|CX6B1_MOUSE	P56391	CX6B1_MOUSE	Cox6b1	86	Mus musculus	Cytochrome c oxidase subunit 6B1	1:Experimental evidence at protein level	23.26	1.0000	0.9990	2	1	2	2	1	2	     0	     0	     0	2C(57.0214)		
sp|P56392|CX7A1_MOUSE	P56392	CX7A1_MOUSE	Cox7a1	80	Mus musculus	Cytochrome c oxidase subunit 7A1, mitochondrial	1:Experimental evidence at protein level	28.75	1.0000	0.9990	2	0	2	5	0	5	     0	     0	     0			tr|A0A140LIU4|A0A140LIU4_MOUSE
sp|P56393|COX7B_MOUSE	P56393	COX7B_MOUSE	Cox7b	80	Mus musculus	Cytochrome c oxidase subunit 7B, mitochondrial	1:Experimental evidence at protein level	8.75	1.0000	0.9980	1	1	1	1	1	1	     0	     0	     0			
sp|P56395|CYB5_MOUSE	P56395	CYB5_MOUSE	Cyb5a	134	Mus musculus	Cytochrome b5	1:Experimental evidence at protein level	31.34	1.0000	0.9990	3	0	3	5	0	5	     0	     0	     0			tr|G5E850|G5E850_MOUSE
sp|P56399|UBP5_MOUSE	P56399	UBP5_MOUSE	Usp5	858	Mus musculus	Ubiquitin carboxyl-terminal hydrolase 5	1:Experimental evidence at protein level	7.58	1.0000	0.9990	5	0	5	7	0	7	     0	     0	     0			tr|Q3U4W8|Q3U4W8_MOUSE
sp|P56480|ATPB_MOUSE	P56480	ATPB_MOUSE	Atp5f1b	529	Mus musculus	ATP synthase subunit beta, mitochondrial	1:Experimental evidence at protein level	77.13	1.0000	0.9990	31	31	31	471	471	471	     0	     0	     0	11M(15.9949), 15M(15.9949), 16M(15.9949), 18M(15.9949), 20M(15.9949), 2M(15.9949), 4M(15.9949), 5M(15.9949), 8M(15.9949), 9M(15.9949)		
sp|P57759|ERP29_MOUSE	P57759	ERP29_MOUSE	Erp29	262	Mus musculus	Endoplasmic reticulum resident protein 29	1:Experimental evidence at protein level	8.02	1.0000	0.9990	2	1	2	2	1	2	     0	     0	     0			
sp|P57780|ACTN4_MOUSE	P57780	ACTN4_MOUSE	Actn4	912	Mus musculus	Alpha-actinin-4	1:Experimental evidence at protein level	23.14	1.0000	0.9990	19	0	4	22	0	4	     0	     0	     0			tr|A0A1L1SV25|A0A1L1SV25_MOUSE
sp|P58252|EF2_MOUSE	P58252	EF2_MOUSE	Eef2	858	Mus musculus	Elongation factor 2	1:Experimental evidence at protein level	43.94	1.0000	0.9990	33	33	33	61	61	61	     0	     0	     0	10C(57.0214), 11C(57.0214), 13M(15.9949), 1C(57.0214), 2M(15.9949), 3C(57.0214), 4C(57.0214), 5C(57.0214), 5M(15.9949), 8C(57.0214), 9C(57.0214)		
sp|P58281-2|OPA1_MOUSE	P58281-2	OPA1_MOUSE	Opa1	997	Mus musculus	Isoform 2 of Dynamin-like 120 kDa protein, mitochondrial		5.72	1.0000	0.9990	4	0	4	5	0	5	     0	     0	     0			sp|P58281|OPA1_MOUSE, tr|H7BX01|H7BX01_MOUSE
sp|P58389|PTPA_MOUSE	P58389	PTPA_MOUSE	Ptpa	323	Mus musculus	Serine/threonine-protein phosphatase 2A activator	1:Experimental evidence at protein level	15.79	1.0000	0.9990	2	1	2	2	1	2	     0	     0	     0			
sp|P58771|TPM1_MOUSE	P58771	TPM1_MOUSE	Tpm1	284	Mus musculus	Tropomyosin alpha-1 chain	1:Experimental evidence at protein level	79.93	1.0000	0.9990	40	0	40	139	0	139	     0	     0	     0	13M(15.9949), 1C(57.0214), 1M(15.9949), 5M(15.9949), 8M(15.9949)		
sp|P58774|TPM2_MOUSE	P58774	TPM2_MOUSE	Tpm2	284	Mus musculus	Tropomyosin beta chain	1:Experimental evidence at protein level	80.28	1.0000	0.9990	36	5	18	94	6	40	     0	     0	     0	1C(57.0214), 1M(15.9949), 6M(15.9949)		
sp|P59017|B2L13_MOUSE	P59017	B2L13_MOUSE	Bcl2l13	434	Mus musculus	Bcl-2-like protein 13	1:Experimental evidence at protein level	29.95	1.0000	0.9990	8	7	8	9	8	9	     0	     0	     0	2C(57.0214)		
sp|P59325|IF5_MOUSE	P59325	IF5_MOUSE	Eif5	429	Mus musculus	Eukaryotic translation initiation factor 5	1:Experimental evidence at protein level	3.50	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|P60122|RUVB1_MOUSE	P60122	RUVB1_MOUSE	Ruvbl1	456	Mus musculus	RuvB-like 1	1:Experimental evidence at protein level	13.16	1.0000	0.9990	4	2	4	4	2	4	     0	     0	     0	4C(57.0214)		
sp|P60335|PCBP1_MOUSE	P60335	PCBP1_MOUSE	Pcbp1	356	Mus musculus	Poly(rC)-binding protein 1	1:Experimental evidence at protein level	30.34	1.0000	0.9990	7	5	7	9	5	9	     0	     0	     0	13M(15.9949), 14C(57.0214), 17C(57.0214), 8C(57.0214)		
sp|P60710|ACTB_MOUSE	P60710	ACTB_MOUSE	Actb	375	Mus musculus	Actin, cytoplasmic 1	1:Experimental evidence at protein level	70.67	1.0000	0.9990	28	0	9	340	0	117	     0	     0	     0	12M(15.9949), 14M(15.9949), 16C(57.0214), 1C(57.0214), 2C(57.0214), 6M(15.9949)		sp|P63260|ACTG_MOUSE
sp|P60766|CDC42_MOUSE	P60766	CDC42_MOUSE	Cdc42	191	Mus musculus	Cell division control protein 42 homolog	1:Experimental evidence at protein level	14.66	1.0000	0.9990	2	1	2	3	2	3	     0	     0	     0	9C(57.0214)		
sp|P60843|IF4A1_MOUSE	P60843	IF4A1_MOUSE	Eif4a1	406	Mus musculus	Eukaryotic initiation factor 4A-I	1:Experimental evidence at protein level	34.48	1.0000	0.9990	12	6	6	23	7	7	     0	     0	     0			
sp|P60867|RS20_MOUSE	P60867	RS20_MOUSE	Rps20	119	Mus musculus	40S ribosomal protein S20	1:Experimental evidence at protein level	29.41	1.0000	0.9990	5	5	5	7	7	7	     0	     0	     0	2C(57.0214)		
sp|P61021|RAB5B_MOUSE	P61021	RAB5B_MOUSE	Rab5b	215	Mus musculus	Ras-related protein Rab-5B	1:Experimental evidence at protein level	5.12	1.0000	0.9990	1	0	0	1	0	0	     0	     0	     0			
sp|P61022|CHP1_MOUSE	P61022	CHP1_MOUSE	Chp1	195	Mus musculus	Calcineurin B homologous protein 1	1:Experimental evidence at protein level	8.21	1.0000	0.9989	1	0	1	1	0	1	     0	     0	     0			tr|B0R091|B0R091_MOUSE
sp|P61027|RAB10_MOUSE	P61027	RAB10_MOUSE	Rab10	200	Mus musculus	Ras-related protein Rab-10	1:Experimental evidence at protein level	17.00	1.0000	0.9990	3	2	2	3	2	2	     0	     0	     0			
sp|P61079|UB2D3_MOUSE	P61079	UB2D3_MOUSE	Ube2d3	147	Mus musculus	Ubiquitin-conjugating enzyme E2 D3	1:Experimental evidence at protein level	36.05	1.0000	0.9990	3	0	3	7	0	7	     0	     0	     0	10C(57.0214), 13C(57.0214), 6C(57.0214)		sp|P62838|UB2D2_MOUSE, tr|A0A0G2JE32|A0A0G2JE32_MOUSE, tr|A0A0G2JGL0|A0A0G2JGL0_MOUSE, tr|A0A494BAN1|A0A494BAN1_MOUSE
sp|P61082|UBC12_MOUSE	P61082	UBC12_MOUSE	Ube2m	183	Mus musculus	NEDD8-conjugating enzyme Ubc12	1:Experimental evidence at protein level	20.77	1.0000	0.9990	3	0	3	3	0	3	     0	     0	     0	2C(57.0214), 4C(57.0214)		tr|F6WMC0|F6WMC0_MOUSE, tr|F7CDT0|F7CDT0_MOUSE
sp|P61087|UBE2K_MOUSE	P61087	UBE2K_MOUSE	Ube2k	200	Mus musculus	Ubiquitin-conjugating enzyme E2 K	1:Experimental evidence at protein level	39.50	1.0000	0.9990	8	0	8	8	0	8	     0	     0	     0			
sp|P61089|UBE2N_MOUSE	P61089	UBE2N_MOUSE	Ube2n	152	Mus musculus	Ubiquitin-conjugating enzyme E2 N	1:Experimental evidence at protein level	48.68	1.0000	0.9990	7	4	7	15	4	15	     0	     0	     0	11M(15.9949)		
sp|P61161|ARP2_MOUSE	P61161	ARP2_MOUSE	Actr2	394	Mus musculus	Actin-related protein 2	1:Experimental evidence at protein level	15.74	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0	2C(57.0214), 8M(15.9949)		
sp|P61164|ACTZ_MOUSE	P61164	ACTZ_MOUSE	Actr1a	376	Mus musculus	Alpha-centractin	1:Experimental evidence at protein level	38.30	1.0000	0.9990	8	0	3	10	0	3	     0	     0	     0			
sp|P61202-2|CSN2_MOUSE	P61202-2	CSN2_MOUSE	Cops2	450	Mus musculus	Isoform 2 of COP9 signalosome complex subunit 2		35.56	1.0000	0.9990	13	0	13	17	0	17	     0	     0	     0			sp|P61202|CSN2_MOUSE
sp|P61205|ARF3_MOUSE	P61205	ARF3_MOUSE	Arf3	181	Mus musculus	ADP-ribosylation factor 3	2:Experimental evidence at transcript level	41.99	1.0000	0.9990	5	0	5	9	0	9	     0	     0	     0			sp|P84078|ARF1_MOUSE
sp|P61222|ABCE1_MOUSE	P61222	ABCE1_MOUSE	Abce1	599	Mus musculus	ATP-binding cassette sub-family E member 1	1:Experimental evidence at protein level	4.67	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|P61255|RL26_MOUSE	P61255	RL26_MOUSE	Rpl26	145	Mus musculus	60S ribosomal protein L26	1:Experimental evidence at protein level	5.52	1.0000	0.9975	1	0	1	1	0	1	     0	     0	     0			tr|B1ARA3|B1ARA3_MOUSE
sp|P61358|RL27_MOUSE	P61358	RL27_MOUSE	Rpl27	136	Mus musculus	60S ribosomal protein L27	1:Experimental evidence at protein level	30.88	1.0000	0.9990	4	2	4	5	3	5	     0	     0	     0			
sp|P61514|RL37A_MOUSE	P61514	RL37A_MOUSE	Rpl37a	92	Mus musculus	60S ribosomal protein L37a	1:Experimental evidence at protein level	19.57	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|P61626|LYSC_HUMAN	P61626	LYSC_HUMAN	LYZ	148	Homo sapiens	Lysozyme C	1:Experimental evidence at protein level	40.54	1.0000	0.9990	4	3	4	4	3	4	     0	     0	     0	12C(57.0214), 26C(57.0214), 8C(57.0214), 9C(57.0214)		
sp|P61759|PFD3_MOUSE	P61759	PFD3_MOUSE	Vbp1	196	Mus musculus	Prefoldin subunit 3	1:Experimental evidence at protein level	14.29	1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0			
sp|P61961|UFM1_MOUSE	P61961	UFM1_MOUSE	Ufm1	85	Mus musculus	Ubiquitin-fold modifier 1	1:Experimental evidence at protein level	27.06	1.0000	0.9988	2	0	2	2	0	2	     0	     0	     0			
sp|P61971|NTF2_MOUSE	P61971	NTF2_MOUSE	Nutf2	127	Mus musculus	Nuclear transport factor 2	1:Experimental evidence at protein level	69.29	1.0000	0.9990	5	4	5	10	9	10	     0	     0	     0	12C(57.0214), 17C(57.0214), 7M(15.9949), 8C(57.0214)		
sp|P61979-2|HNRPK_MOUSE	P61979-2	HNRPK_MOUSE	Hnrnpk	464	Mus musculus	Isoform 2 of Heterogeneous nuclear ribonucleoprotein K		3.23	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			sp|P61979-3|HNRPK_MOUSE, sp|P61979|HNRPK_MOUSE, tr|B2M1R6|B2M1R6_MOUSE
sp|P61982|1433G_MOUSE	P61982	1433G_MOUSE	Ywhag	247	Mus musculus	14-3-3 protein gamma	1:Experimental evidence at protein level	69.23	1.0000	0.9990	16	9	13	41	22	29	     0	     0	     0	22C(57.0214), 2C(57.0214), 8M(15.9949)		
sp|P62071|RRAS2_MOUSE	P62071	RRAS2_MOUSE	Rras2	204	Mus musculus	Ras-related protein R-Ras2	1:Experimental evidence at protein level	7.84	1.0000	0.9990	1	0	0	1	0	0	     0	     0	     0			
sp|P62082|RS7_MOUSE	P62082	RS7_MOUSE	Rps7	194	Mus musculus	40S ribosomal protein S7	1:Experimental evidence at protein level	41.75	1.0000	0.9990	5	5	5	9	9	9	     0	     0	     0			
sp|P62137|PP1A_MOUSE	P62137	PP1A_MOUSE	Ppp1ca	330	Mus musculus	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	1:Experimental evidence at protein level	30.30	1.0000	0.9990	7	2	2	13	2	2	     0	     0	     0			
sp|P62141|PP1B_MOUSE	P62141	PP1B_MOUSE	Ppp1cb	327	Mus musculus	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	1:Experimental evidence at protein level	32.11	1.0000	0.9990	7	2	7	13	2	13	     0	     0	     0	2C(57.0214), 3C(57.0214), 4C(57.0214), 5C(57.0214), 7C(57.0214), 8C(57.0214)		
sp|P62192|PRS4_MOUSE	P62192	PRS4_MOUSE	Psmc1	440	Mus musculus	26S proteasome regulatory subunit 4	1:Experimental evidence at protein level	48.86	1.0000	0.9990	15	14	15	18	17	18	     0	     0	     0	10C(57.0214)		
sp|P62196|PRS8_MOUSE	P62196	PRS8_MOUSE	Psmc5	406	Mus musculus	26S proteasome regulatory subunit 8	1:Experimental evidence at protein level	54.43	1.0000	0.9990	18	4	17	22	4	21	     0	     0	     0	11C(57.0214), 18C(57.0214), 3C(57.0214), 8C(57.0214)		
sp|P62245|RS15A_MOUSE	P62245	RS15A_MOUSE	Rps15a	130	Mus musculus	40S ribosomal protein S15a	1:Experimental evidence at protein level	10.77	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			
sp|P62257|UBE2H_MOUSE	P62257	UBE2H_MOUSE	Ube2h	183	Mus musculus	Ubiquitin-conjugating enzyme E2 H	1:Experimental evidence at protein level	16.39	1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0			tr|E9Q3U1|E9Q3U1_MOUSE
sp|P62259|1433E_MOUSE	P62259	1433E_MOUSE	Ywhae	255	Mus musculus	14-3-3 protein epsilon	1:Experimental evidence at protein level	61.18	1.0000	0.9990	20	4	18	62	19	56	     0	     0	     0	2M(15.9949), 3C(57.0214), 4C(57.0214), 4M(15.9949), 6M(15.9949), 7M(15.9949)		
sp|P62264|RS14_MOUSE	P62264	RS14_MOUSE	Rps14	151	Mus musculus	40S ribosomal protein S14	1:Experimental evidence at protein level	31.13	1.0000	0.9990	3	1	3	4	2	4	     0	     0	     0			
sp|P62270|RS18_MOUSE	P62270	RS18_MOUSE	Rps18	152	Mus musculus	40S ribosomal protein S18	1:Experimental evidence at protein level	42.76	1.0000	0.9990	8	0	8	11	0	11	     0	     0	     0			tr|A0A1Y7VKY1|A0A1Y7VKY1_MOUSE
sp|P62281|RS11_MOUSE	P62281	RS11_MOUSE	Rps11	158	Mus musculus	40S ribosomal protein S11	1:Experimental evidence at protein level	18.35	1.0000	0.9990	3	0	3	3	0	3	     0	     0	     0	13C(57.0214)		
sp|P62301|RS13_MOUSE	P62301	RS13_MOUSE	Rps13	151	Mus musculus	40S ribosomal protein S13	1:Experimental evidence at protein level	33.11	1.0000	0.9990	5	0	5	11	0	11	     0	     0	     0			tr|Q921R2|Q921R2_MOUSE
sp|P62320|SMD3_MOUSE	P62320	SMD3_MOUSE	Snrpd3	126	Mus musculus	Small nuclear ribonucleoprotein Sm D3	1:Experimental evidence at protein level	7.94	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|P62334|PRS10_MOUSE	P62334	PRS10_MOUSE	Psmc6	389	Mus musculus	26S proteasome regulatory subunit 10B	1:Experimental evidence at protein level	50.64	1.0000	0.9990	13	13	13	16	16	16	     0	     0	     0	2C(57.0214), 3C(57.0214), 5C(57.0214), 8C(57.0214), 9M(15.9949)		
sp|P62627|DLRB1_MOUSE	P62627	DLRB1_MOUSE	Dynlrb1	96	Mus musculus	Dynein light chain roadblock-type 1	1:Experimental evidence at protein level	12.50	1.0000	0.9990	1	0	1	2	0	2	     0	     0	     0			tr|A2AVR9|A2AVR9_MOUSE
sp|P62631|EF1A2_MOUSE	P62631	EF1A2_MOUSE	Eef1a2	463	Mus musculus	Elongation factor 1-alpha 2	1:Experimental evidence at protein level	48.38	1.0000	0.9990	15	8	15	28	16	28	     0	     0	     0	10M(15.9949), 16C(57.0214), 33C(57.0214), 40C(57.0214)		
sp|P62702|RS4X_MOUSE	P62702	RS4X_MOUSE	Rps4x	263	Mus musculus	40S ribosomal protein S4, X isoform	1:Experimental evidence at protein level	35.74	1.0000	0.9990	8	8	8	13	13	13	     0	     0	     0	2C(57.0214), 7C(57.0214), 8M(15.9949)		
sp|P62715|PP2AB_MOUSE	P62715	PP2AB_MOUSE	Ppp2cb	309	Mus musculus	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	1:Experimental evidence at protein level	33.98	1.0000	0.9990	9	1	1	16	1	1	     0	     0	     0	12C(57.0214)		
sp|P62737|ACTA_MOUSE	P62737	ACTA_MOUSE	Acta2	377	Mus musculus	Actin, aortic smooth muscle	1:Experimental evidence at protein level	73.74	1.0000	0.9990	33	0	2	758	0	38	     0	     0	     0	14M(15.9949), 15M(15.9949)		
sp|P62774|MTPN_MOUSE	P62774	MTPN_MOUSE	Mtpn	118	Mus musculus	Myotrophin	1:Experimental evidence at protein level	14.41	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0			
sp|P62806|H4_MOUSE	P62806	H4_MOUSE	H4c1	103	Mus musculus	Histone H4	1:Experimental evidence at protein level	40.78	1.0000	0.9990	4	4	4	9	9	9	     0	     0	     0	5M(15.9949)		
sp|P62814|VATB2_MOUSE	P62814	VATB2_MOUSE	Atp6v1b2	511	Mus musculus	V-type proton ATPase subunit B, brain isoform	1:Experimental evidence at protein level	15.26	1.0000	0.9990	5	3	5	7	3	7	     0	     0	     0	19C(57.0214), 3C(57.0214)		
sp|P62821|RAB1A_MOUSE	P62821	RAB1A_MOUSE	Rab1A	205	Mus musculus	Ras-related protein Rab-1A	1:Experimental evidence at protein level	17.07	1.0000	0.9990	3	0	1	4	0	2	     0	     0	     0			tr|Q5SW88|Q5SW88_MOUSE
sp|P62827|RAN_MOUSE	P62827	RAN_MOUSE	Ran	216	Mus musculus	GTP-binding nuclear protein Ran	1:Experimental evidence at protein level	40.74	1.0000	0.9990	10	3	10	15	6	15	     0	     0	     0	10C(57.0214), 2C(57.0214)		
sp|P62830|RL23_MOUSE	P62830	RL23_MOUSE	Rpl23	140	Mus musculus	60S ribosomal protein L23	1:Experimental evidence at protein level	25.00	1.0000	0.9990	2	1	2	2	1	2	     0	     0	     0	13C(57.0214)		
sp|P62835|RAP1A_MOUSE	P62835	RAP1A_MOUSE	Rap1a	184	Mus musculus	Ras-related protein Rap-1A	1:Experimental evidence at protein level	32.61	1.0000	0.9990	5	0	5	7	0	7	     0	     0	     0			
sp|P62843|RS15_MOUSE	P62843	RS15_MOUSE	Rps15	145	Mus musculus	40S ribosomal protein S15	1:Experimental evidence at protein level	13.10	1.0000	0.9990	1	0	1	3	0	3	     0	     0	     0			tr|D3YTQ9|D3YTQ9_MOUSE
sp|P62849-2|RS24_MOUSE	P62849-2	RS24_MOUSE	Rps24	130	Mus musculus	Isoform 2 of 40S ribosomal protein S24		30.00	1.0000	0.9990	3	0	3	7	0	7	     0	     0	     0	6M(15.9949)		sp|P62849-3|RS24_MOUSE, sp|P62849|RS24_MOUSE, tr|A0A286YEB7|A0A286YEB7_MOUSE
sp|P62858|RS28_MOUSE	P62858	RS28_MOUSE	Rps28	69	Mus musculus	40S ribosomal protein S28	1:Experimental evidence at protein level	30.43	1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0			tr|G3UYV7|G3UYV7_MOUSE
sp|P62869|ELOB_MOUSE	P62869	ELOB_MOUSE	Elob	118	Mus musculus	Elongin-B	1:Experimental evidence at protein level	75.42	1.0000	0.9990	9	2	9	11	4	11	     0	     0	     0	5C(57.0214)		
sp|P62874|GBB1_MOUSE	P62874	GBB1_MOUSE	Gnb1	340	Mus musculus	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	1:Experimental evidence at protein level	15.59	1.0000	0.9990	3	0	3	3	0	3	     0	     0	     0	2C(57.0214), 3C(57.0214)		
sp|P62880|GBB2_MOUSE	P62880	GBB2_MOUSE	Gnb2	340	Mus musculus	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	1:Experimental evidence at protein level	22.94	1.0000	0.9990	5	0	3	5	0	3	     0	     0	     0	11C(57.0214), 12C(57.0214), 2C(57.0214), 7C(57.0214)		tr|E9QKR0|E9QKR0_MOUSE
sp|P62889|RL30_MOUSE	P62889	RL30_MOUSE	Rpl30	115	Mus musculus	60S ribosomal protein L30	1:Experimental evidence at protein level	32.17	1.0000	0.9990	3	0	3	4	0	4	     0	     0	     0	17C(57.0214), 8C(57.0214)		
sp|P62897|CYC_MOUSE	P62897	CYC_MOUSE	Cycs	105	Mus musculus	Cytochrome c, somatic	1:Experimental evidence at protein level	48.57	1.0000	0.9990	5	3	5	11	6	11	     0	     0	     0	10M(15.9949)		
sp|P62908|RS3_MOUSE	P62908	RS3_MOUSE	Rps3	243	Mus musculus	40S ribosomal protein S3	1:Experimental evidence at protein level	72.43	1.0000	0.9990	19	7	19	25	11	25	     0	     0	     0	2C(57.0214), 9M(15.9949)		
sp|P62911|RL32_MOUSE	P62911	RL32_MOUSE	Rpl32	135	Mus musculus	60S ribosomal protein L32	1:Experimental evidence at protein level	45.19	1.0000	0.9990	6	5	6	8	7	8	     0	     0	     0	3C(57.0214), 8C(57.0214)		
sp|P62918|RL8_MOUSE	P62918	RL8_MOUSE	Rpl8	257	Mus musculus	60S ribosomal protein L8	1:Experimental evidence at protein level	10.51	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|P62937|PPIA_HUMAN	P62937	PPIA_HUMAN	PPIA	165	Homo sapiens	Peptidyl-prolyl cis-trans isomerase A	1:Experimental evidence at protein level	68.48	1.0000	0.9990	11	1	11	34	2	34	     0	     0	     0	24C(57.0214), 3M(15.9949), 6M(15.9949), 7C(57.0214), 9M(15.9949)		
sp|P62960|YBOX1_MOUSE	P62960	YBOX1_MOUSE	Ybx1	322	Mus musculus	Y-box-binding protein 1	1:Experimental evidence at protein level	38.82	1.0000	0.9990	10	0	4	18	0	5	     0	     0	     0			
sp|P62962|PROF1_MOUSE	P62962	PROF1_MOUSE	Pfn1	140	Mus musculus	Profilin-1	1:Experimental evidence at protein level	65.71	1.0000	0.9990	8	3	8	13	4	13	     0	     0	     0	11M(15.9949), 14M(15.9949), 6M(15.9949)		
sp|P63001|RAC1_MOUSE	P63001	RAC1_MOUSE	Rac1	192	Mus musculus	Ras-related C3 botulinum toxin substrate 1	1:Experimental evidence at protein level	19.79	1.0000	0.9990	3	0	3	4	0	4	     0	     0	     0	3C(57.0214), 4C(57.0214)		tr|Q3TLP8|Q3TLP8_MOUSE
sp|P63005|LIS1_MOUSE	P63005	LIS1_MOUSE	Pafah1b1	410	Mus musculus	Platelet-activating factor acetylhydrolase IB subunit beta	1:Experimental evidence at protein level	3.66	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|P63017|HSP7C_MOUSE	P63017	HSP7C_MOUSE	Hspa8	646	Mus musculus	Heat shock cognate 71 kDa protein	1:Experimental evidence at protein level	68.73	1.0000	0.9990	44	1	44	230	15	230	     0	     0	     0	10M(15.9949), 11M(15.9949), 12M(15.9949), 14C(57.0214), 1C(57.0214), 1M(15.9949), 2C(57.0214), 5C(57.0214), 5M(15.9949), 8M(15.9949)		
sp|P63028|TCTP_MOUSE	P63028	TCTP_MOUSE	Tpt1	172	Mus musculus	Translationally-controlled tumor protein	1:Experimental evidence at protein level	63.37	1.0000	0.9990	8	3	8	28	11	28	     0	     0	     0	36M(15.9949), 5M(15.9949), 7C(57.0214), 8C(57.0214), 8M(15.9949), 9C(57.0214)		
sp|P63030|MPC1_MOUSE	P63030	MPC1_MOUSE	Mpc1	109	Mus musculus	Mitochondrial pyruvate carrier 1	1:Experimental evidence at protein level	7.34	1.0000	0.9990	1	0	1	2	0	2	     0	     0	     0	6M(15.9949)		
